,Country Name,2005,2006,2007,2008,2009,2010
34,Burkina Faso,29.613545454545452,28.920249999999996,28.983249999999998,28.48958333333334,29.082999999999995,29.288750000000004
35,Burma,25.052545454545456,24.432166666666664,24.159666666666666,24.175916666666666,24.701333333333334,24.858666666666668
36,Burundi,21.47909090909091,21.066333333333333,20.580916666666667,20.567916666666665,20.76425,21.06875
37,Cambodia,27.59690909090909,27.413916666666665,27.241833333333336,26.897083333333338,27.252750000000002,27.875249999999998
38,Cameroon,25.36554545454545,25.293416666666662,25.209833333333336,25.121083333333335,25.40733333333333,25.46475
39,Canada,-1.4964545454545453,-2.4601666666666664,-4.060916666666667,-4.29525,-4.135083333333335,-1.8879166666666662
40,Cape Verde,25.37309090909091,25.068416666666668,24.79366666666667,24.96975,24.599083333333336,25.83241666666667
41,Cayman Islands,27.826545454545453,27.49475,27.62391666666667,27.377166666666668,27.49275,27.03441666666666
42,Central African Republic,26.461909090909092,26.205083333333334,26.06783333333333,25.968666666666667,26.51091666666667,26.329833333333337
43,Chad,28.843000000000004,28.048000000000002,27.860166666666668,27.702499999999997,28.324250000000003,28.6965
44,Chile,9.498999999999999,10.174000000000001,9.489916666666668,10.1625,9.994416666666666,9.712833333333334
45,China,8.782727272727273,7.948,8.12675,7.566083333333335,7.8095,7.548416666666665
46,Christmas Island,26.650181818181817,26.52691666666667,26.555333333333333,26.280083333333334,26.544833333333333,26.839750000000006
47,Colombia,25.66481818181818,25.476583333333338,25.494,25.153916666666664,25.61833333333334,25.68766666666667
48,Comoros,26.576454545454553,26.465833333333332,26.604583333333334,26.188250000000007,26.59325,26.78683333333333
49,Congo,25.261000000000003,25.282666666666668,25.22975,25.29241666666667,25.34925,25.559416666666674
50,Congo (Democratic Republic Of The),25.024727272727272,24.526916666666665,24.38508333333333,24.341333333333335,24.541666666666668,24.758916666666664
51,Costa Rica,26.456181818181815,26.514916666666664,26.38291666666667,26.056083333333337,26.522916666666664,26.22675
52,Croatia,12.300999999999998,12.241666666666669,13.0665,12.977083333333333,12.875083333333334,11.960833333333333
53,Cuba,26.441,26.154500000000002,26.279750000000003,26.054750000000002,26.022333333333332,25.62733333333334
54,Curaçao,28.38145454545455,28.26533333333333,28.28466666666667,27.918499999999998,28.2525,28.4735
55,Cyprus,20.237545454545455,19.540166666666668,19.945333333333334,20.144749999999995,20.15733333333333,20.952
56,Czech Republic,9.083727272727273,8.865333333333334,9.601333333333331,9.41475,8.965666666666667,7.75225
57,Côte D'Ivoire,27.017090909090907,26.791500000000003,26.94458333333334,26.758250000000004,26.93433333333333,27.14658333333333
58,Denmark,-14.584727272727275,-16.574333333333332,-16.533083333333334,-16.843333333333334,-16.78316666666667,-15.085749999999999
59,Denmark (Europe),9.540636363636365,9.683833333333334,9.7635,9.730083333333333,9.130416666666667,7.295333333333333
60,Djibouti,30.248909090909095,29.777416666666667,29.78633333333333,29.339250000000003,29.896750000000008,29.837
61,Dominica,27.493909090909096,27.148583333333335,27.09441666666667,26.664666666666665,26.9505,27.486833333333337
62,Dominican Republic,26.772363636363647,26.58566666666667,26.626,26.199250000000003,26.423083333333327,26.455583333333333
63,Ecuador,22.46309090909091,22.603166666666667,22.359750000000002,22.22425,22.67716666666667,22.639916666666668
64,Egypt,24.39636363636364,23.505666666666666,23.584333333333333,23.907916666666665,23.735000000000003,25.151916666666665
65,El Salvador,25.761818181818185,25.758499999999998,25.475166666666663,25.248250000000002,25.787583333333334,25.45866666666667
66,Equatorial Guinea,25.55754545454545,25.785416666666666,25.773666666666667,25.76875,25.832833333333337,25.9025
67,Eritrea,28.137363636363645,27.492,27.485416666666666,27.59433333333334,28.092583333333334,28.05416666666667
68,Estonia,6.686818181818182,6.531833333333334,6.830833333333332,7.267833333333333,6.061833333333333,5.042999999999999
69,Ethiopia,24.022909090909092,23.77808333333333,23.724000000000004,23.60258333333333,24.273583333333335,23.9275
70,Europe,9.533000000000001,9.157416666666668,9.470666666666668,9.304666666666666,9.150333333333334,8.279833333333332
71,Falkland Islands (Islas Malvinas),6.34209090909091,7.062083333333334,6.337916666666666,6.9190000000000005,6.559916666666666,6.868083333333334
72,Faroe Islands,7.547181818181818,7.8785,7.550750000000001,7.507166666666667,7.995916666666666,6.826750000000001
73,Federated States Of Micronesia,27.632363636363632,27.389083333333335,27.462916666666672,27.32133333333333,27.589,27.732166666666668
74,Fiji,25.47590909090909,25.631500000000003,26.055333333333333,25.730166666666673,25.22741666666667,25.918499999999998
75,Finland,4.01409090909091,2.8921666666666668,3.092333333333334,3.2009166666666666,2.43925,1.1437500000000005
76,France,14.238818181818182,14.143833333333333,13.896583333333332,13.581499999999998,13.941666666666668,13.115416666666667
77,France (Europe),11.898818181818182,11.871250000000002,11.571833333333332,11.20075,11.6075,10.531583333333334
78,French Guiana,27.234545454545458,26.617833333333333,26.519500000000004,26.462333333333333,26.731250000000003,27.01866666666667
79,French Polynesia,26.775363636363636,26.83475,26.81258333333334,26.484083333333334,27.032083333333343,26.94141666666667
80,French Southern And Antarctic Lands,5.067,5.318499999999999,5.0512500000000005,5.447166666666667,5.174916666666667,5.638249999999999
81,Gabon,24.90754545454546,25.157750000000004,25.06358333333333,25.127916666666668,25.134666666666664,25.221
82,Gambia,28.920454545454547,28.177333333333333,28.36491666666667,28.346083333333336,27.959,28.802916666666672
83,Gaza Strip,20.761818181818185,19.938666666666666,20.284583333333334,20.525833333333335,20.418083333333332,21.904249999999994
84,Georgia,10.308818181818182,9.40375,9.525916666666667,9.308583333333333,9.552083333333334,11.102416666666668
85,Germany,9.795090909090908,9.706000000000001,9.9975,9.642166666666666,9.359166666666665,8.008999999999999
86,Ghana,27.666000000000007,27.58158333333333,27.62766666666667,27.367833333333333,27.557583333333337,27.935
87,Greece,15.968636363636366,15.21266666666667,16.083250000000003,16.054916666666667,15.956166666666666,16.371250000000003
88,Greenland,-15.081545454545454,-17.114333333333335,-17.074166666666667,-17.389916666666668,-17.316416666666672,-15.546333333333335
89,Grenada,28.041363636363634,27.74366666666666,27.590999999999998,27.36366666666667,27.62675,28.108916666666673
90,Guadeloupe,27.703181818181815,27.360583333333334,27.382416666666668,26.861666666666668,27.164666666666665,27.655666666666672
91,Guam,27.54281818181818,27.42883333333334,27.402083333333337,27.48391666666667,27.387249999999995,27.250416666666666
92,Guatemala,24.229545454545452,23.808249999999997,23.8185,23.48208333333334,23.939916666666672,23.687583333333333
93,Guernsey,12.349181818181819,12.18725,12.227666666666666,11.761583333333334,11.73258333333333,10.960833333333333
94,Guinea,26.692636363636367,26.120583333333332,26.317333333333334,26.287750000000003,26.325666666666667,26.59725
95,Guinea Bissau,28.18163636363636,27.352166666666673,27.51825,27.58366666666667,27.310416666666665,27.918916666666664
96,Guyana,27.096,26.821083333333334,26.70875,26.619000000000003,27.101583333333338,27.116083333333336
97,Haiti,27.399,27.22225,27.28825,26.927166666666665,27.145166666666665,27.002333333333336
98,Heard Island And Mcdonald Islands,2.5959090909090907,2.8084166666666666,2.604916666666667,3.08025,2.601583333333333,3.110583333333333
99,Honduras,25.867545454545454,25.589916666666667,25.383416666666665,25.107833333333335,25.51858333333333,25.24566666666667
100,Hong Kong,23.759454545454545,23.536,23.57166666666667,22.901583333333335,23.351166666666668,23.143833333333333
101,Hungary,10.888999999999998,10.629083333333334,11.707250000000002,11.531083333333335,11.381083333333335,10.347833333333334
102,Iceland,2.644909090909091,2.6824999999999997,2.5614166666666667,2.3129166666666667,2.464,2.6764166666666664
103,India,25.13590909090909,24.732083333333332,24.649916666666666,24.406000000000006,25.146666666666658,25.05083333333333
104,Indonesia,26.46481818181818,26.381750000000007,26.29308333333334,26.065250000000002,26.455000000000002,26.537000000000003
105,Iran,20.03090909090909,19.211916666666667,18.74041666666667,18.90491666666667,19.1095,20.09016666666667
106,Iraq,23.93509090909091,22.90433333333333,23.015000000000004,23.118166666666667,22.998083333333337,24.650333333333336
107,Ireland,10.883000000000003,10.654166666666667,10.842666666666666,10.15875,10.15725,9.258166666666666
108,Isle Of Man,10.794090909090908,10.823666666666666,10.809083333333334,10.236666666666666,10.294833333333333,9.103249999999997
109,Israel,21.199090909090913,20.409166666666668,20.701583333333332,20.930083333333336,20.831416666666666,22.311166666666665
110,Italy,13.853636363636362,13.787333333333335,14.073333333333336,13.881250000000001,14.052916666666667,13.324916666666669
111,Jamaica,27.041363636363634,27.034166666666664,27.013916666666663,26.621499999999997,26.860166666666668,26.52125
112,Japan,13.555545454545456,12.757083333333334,13.192166666666665,12.874916666666666,12.933833333333332,13.215583333333333
113,Jersey,12.349181818181819,12.18725,12.227666666666666,11.761583333333334,11.73258333333333,10.960833333333333
114,Jordan,21.09072727272727,20.173333333333332,20.43975,20.572750000000003,20.498500000000003,22.227999999999998
115,Kazakhstan,8.716636363636363,6.869833333333332,7.155166666666666,7.028916666666667,6.382083333333333,6.710000000000001
116,Kenya,25.09763636363637,24.820083333333333,24.788750000000004,24.649749999999997,25.228083333333334,24.961249999999996
117,Kingman Reef,28.176545454545455,28.081500000000002,27.789916666666667,27.495,27.989,27.84866666666667
118,Kiribati,27.825545454545452,27.756,27.295416666666668,26.961000000000002,27.66616666666667,27.53166666666667
119,Kuwait,27.200545454545463,26.314666666666668,26.330916666666667,26.266583333333333,26.453166666666664,27.63866666666667
120,Kyrgyzstan,5.881545454545455,4.917333333333332,5.05325,4.577583333333332,4.349166666666666,4.595750000000001
121,Laos,24.75354545454546,24.405500000000004,24.21075,23.631583333333335,24.3655,24.934166666666666
122,Latvia,7.074818181818182,6.970583333333335,7.278916666666667,7.681083333333333,6.559333333333332,5.711083333333334
123,Lebanon,19.17981818181818,18.314333333333337,18.755166666666664,18.957166666666666,18.85225,20.268833333333333
124,Lesotho,14.108090909090912,13.903500000000001,14.525333333333334,14.427750000000003,14.257166666666665,14.906833333333337
125,Liberia,26.37363636363636,26.18316666666667,26.289833333333334,26.297416666666663,26.494,26.532750000000004
126,Libya,24.271909090909084,23.315083333333334,23.325833333333332,23.47433333333333,23.379833333333334,24.51591666666667
127,Liechtenstein,5.863545454545454,5.941166666666667,6.279250000000001,5.9422500000000005,5.8935,4.847833333333333
128,Lithuania,7.6031818181818185,7.422000000000001,7.854,8.175333333333333,7.0960833333333335,6.3258333333333345
129,Luxembourg,10.968363636363636,10.730333333333334,10.761666666666668,10.128666666666666,10.328083333333334,9.134666666666666
130,Macau,23.53827272727273,23.302083333333332,23.336333333333332,22.589166666666667,23.073083333333333,22.895083333333336
131,Macedonia,11.497909090909092,10.752583333333334,11.905749999999998,11.924083333333334,11.643833333333333,11.741
132,Madagascar,23.42309090909091,23.66116666666667,23.64975,23.332250000000002,23.618666666666666,23.846166666666665
133,Malawi,22.755909090909093,22.102166666666665,22.098333333333333,21.8225,22.014833333333332,22.60066666666667
134,Malaysia,26.717272727272732,26.577666666666673,26.496333333333336,26.25408333333333,26.642,26.80666666666666
135,Mali,30.280090909090905,29.03791666666667,29.202166666666674,28.949916666666663,29.440916666666666,30.12708333333333
136,Malta,19.526818181818182,19.601333333333333,19.749916666666667,19.81816666666667,19.57925,19.664416666666668
137,Martinique,27.493909090909096,27.148583333333335,27.09441666666667,26.664666666666665,26.9505,27.486833333333337
138,Mauritania,29.55736363636364,28.4505,28.451916666666666,28.395,28.43133333333333,29.37291666666667
139,Mauritius,23.863818181818182,24.31975,24.284333333333336,24.189000000000004,24.584833333333332,24.669083333333337
140,Mayotte,27.212000000000003,27.15125,27.256583333333335,26.914666666666665,27.238,27.45141666666667
141,Mexico,21.865545454545455,21.41808333333334,21.079333333333338,21.085250000000002,21.54608333333334,20.852916666666665
142,Moldova,10.717,9.591833333333334,11.358916666666666,10.744416666666666,10.731916666666669,10.225666666666667
143,Monaco,10.365454545454547,10.454916666666664,10.411,9.97425,10.429416666666667,9.223666666666665
144,Mongolia,1.944454545454545,0.9519166666666671,2.075583333333334,1.1155833333333336,0.5644999999999998,-0.31866666666666604
145,Montenegro,11.064272727272728,10.560833333333331,11.595083333333337,11.627666666666665,11.462666666666665,11.244416666666666
146,Montserrat,27.75472727272727,27.41241666666667,27.452916666666663,26.909833333333328,27.21675,27.696583333333333
147,Morocco,19.50818181818182,18.793166666666668,18.419666666666668,18.38216666666667,19.010750000000005,19.435000000000006
148,Mozambique,24.670909090909092,24.303416666666664,24.22441666666667,24.030500000000004,24.081333333333333,24.605749999999997
149,Namibia,21.18227272727273,20.381833333333333,21.18058333333333,21.021083333333333,20.976250000000004,21.39225
150,Nepal,16.44154545454546,16.056000000000004,15.657083333333334,15.409083333333333,16.077,16.114
151,Netherlands,11.326181818181817,11.291333333333334,11.388416666666666,10.794583333333334,10.707166666666666,9.264583333333334
152,Netherlands (Europe),10.947454545454546,10.915750000000001,11.014416666666667,10.415416666666667,10.318416666666666,8.838416666666665
153,New Caledonia,23.07327272727273,23.194166666666664,23.74325,23.663333333333338,23.274166666666662,23.8685
154,New Zealand,11.003363636363638,10.703833333333334,11.085166666666666,11.171666666666667,10.653583333333334,11.335749999999999
155,Nicaragua,26.998,26.936083333333332,26.823083333333333,26.388500000000008,26.781666666666666,26.618916666666664
156,Niger,29.521636363636368,28.291083333333333,28.411916666666666,27.901416666666666,28.850416666666664,29.29991666666667
157,Nigeria,28.000999999999998,27.795083333333334,27.690083333333337,27.325666666666667,27.90291666666667,28.004250000000003
158,Niue,25.54818181818182,25.46475,25.989749999999997,25.61741666666667,25.108999999999998,26.011750000000003
159,North America,4.942545454545454,3.9393333333333334,3.2122500000000005,2.732583333333333,2.9250833333333333,4.073250000000001
160,North Korea,8.752181818181818,7.940333333333335,8.511166666666666,8.299916666666666,7.789749999999999,7.361916666666665
161,Northern Mariana Islands,27.54281818181818,27.42883333333334,27.402083333333337,27.48391666666667,27.387249999999995,27.250416666666666
162,Norway,2.353090909090909,2.2566666666666664,1.7515833333333326,1.6424999999999994,1.3854999999999995,-0.21550000000000002
163,Oceania,22.200636363636367,22.06941666666667,22.293666666666667,22.05275,22.45625,21.956999999999997
164,Oman,28.821727272727273,28.044833333333333,28.363,27.751916666666663,28.342500000000005,28.45866666666667
165,Pakistan,22.40009090909091,21.636916666666668,21.690916666666666,21.53516666666667,21.911416666666664,22.08791666666667
166,Palau,27.76,27.81441666666667,27.842749999999995,27.625749999999996,27.716916666666666,27.767750000000003
167,Palestina,23.909818181818185,23.620583333333332,24.082083333333333,24.160833333333333,23.89283333333333,24.786
168,Palmyra Atoll,28.21118181818182,28.10891666666667,27.830333333333332,27.537750000000003,28.021666666666665,27.879500000000007
169,Panama,27.071454545454547,27.13175,27.059416666666667,26.80066666666667,27.269750000000002,27.029166666666665
170,Papua New Guinea,25.019636363636366,24.739,24.882666666666665,24.77591666666667,24.78316666666667,25.342
171,Paraguay,23.47518181818182,24.376583333333333,23.726666666666663,23.81833333333333,24.188583333333337,23.615416666666672
172,Peru,20.35072727272727,20.541000000000004,20.191666666666666,20.226416666666665,20.52308333333333,20.584500000000002
173,Philippines,27.291,27.178083333333337,27.162000000000003,26.87575,27.008749999999996,27.3565
174,Poland,9.173272727272728,8.799916666666665,9.418083333333334,9.469166666666666,8.652916666666666,7.621416666666665
175,Portugal,16.250272727272726,16.002583333333334,15.241083333333334,15.269999999999998,15.983499999999998,15.68425
176,Puerto Rico,26.666454545454545,26.452249999999996,26.617833333333337,26.098333333333333,26.337999999999997,26.63825
177,Qatar,29.01227272727273,28.071416666666668,28.170416666666664,27.86533333333333,28.122500000000006,28.889583333333334
178,Reunion,23.65309090909091,24.049083333333332,24.026666666666667,23.930750000000003,24.268999999999995,24.37391666666667
179,Romania,10.010999999999997,9.469,10.868333333333332,10.460999999999999,10.470666666666668,9.851666666666665
180,Russia,-1.817636363636364,-4.762999999999999,-2.9750833333333353,-3.305416666666666,-4.608500000000002,-4.5205833333333345
181,Rwanda,20.458363636363643,20.162833333333335,19.76325,19.730499999999996,20.022666666666666,20.267083333333336
182,Saint Barthélemy,27.95072727272727,27.636250000000004,27.68508333333334,27.140416666666667,27.46858333333333,27.855999999999998
183,Saint Kitts And Nevis,27.193909090909095,26.874416666666665,26.96466666666666,26.39225,26.716583333333336,27.164083333333334
184,Saint Lucia,28.01409090909091,27.69216666666666,27.583250000000003,27.20866666666667,27.495,28.005916666666664
185,Saint Martin,27.95072727272727,27.636250000000004,27.68508333333334,27.140416666666667,27.46858333333333,27.855999999999998
186,Saint Pierre And Miquelon,6.783181818181819,6.538166666666666,4.984999999999999,5.558416666666667,5.479833333333333,6.568583333333333
187,Saint Vincent And The Grenadines,28.130454545454544,27.8205,27.7165,27.3815,27.642750000000003,28.132083333333338
188,Samoa,27.086454545454544,26.834999999999997,27.149249999999995,26.671166666666668,26.728333333333328,27.16166666666666
189,San Marino,14.701363636363636,14.790000000000001,15.370833333333332,15.207666666666668,15.350999999999999,14.415083333333335
190,Sao Tome And Principe,26.347545454545457,26.700166666666664,26.709416666666673,26.595000000000002,26.956000000000003,26.766500000000004
191,Saudi Arabia,27.518818181818187,26.558583333333335,26.682583333333337,26.477750000000004,26.827750000000005,27.530083333333334
192,Senegal,29.331636363636367,28.630750000000003,28.816833333333335,28.79608333333334,28.473749999999995,29.302333333333337
193,Serbia,10.849727272727273,10.574166666666665,11.745916666666664,11.666333333333334,11.41216666666667,10.9925
194,Seychelles,27.523909090909093,27.470166666666668,27.71258333333334,27.376833333333334,27.741249999999997,27.744833333333332
195,Sierra Leone,27.140636363636364,26.71775,26.83741666666667,26.978749999999994,26.985000000000003,27.177166666666675
196,Singapore,27.59527272727273,27.32841666666667,27.129999999999995,27.06766666666667,27.473333333333333,27.6035
197,Sint Maarten,27.95072727272727,27.636250000000004,27.68508333333334,27.140416666666667,27.46858333333333,27.855999999999998
198,Slovakia,8.805636363636363,8.528333333333334,9.478916666666665,9.397416666666667,9.001666666666667,8.073
199,Slovenia,10.700727272727274,10.723416666666667,11.462583333333333,11.247916666666667,11.237416666666666,10.194
200,Solomon Islands,27.343363636363634,27.207416666666663,27.321416666666675,27.183916666666665,27.387833333333337,27.586250000000003
201,Somalia,28.016909090909095,27.653166666666667,27.87275,27.451333333333334,27.94508333333334,27.820999999999998
202,South Africa,17.749636363636366,17.5975,17.986250000000002,17.956083333333332,17.886,18.302666666666667
203,South America,22.49790909090909,22.61175,22.435,22.45291666666667,22.652583333333336,22.677333333333337
204,South Georgia And The South Sandwich Isla,1.7456363636363639,2.3226666666666667,1.4516666666666669,2.0684166666666672,2.2612500000000004,2.5810833333333334
205,South Korea,13.599272727272727,12.903333333333336,13.292916666666665,13.027916666666664,12.949333333333334,12.63975
206,Spain,15.136636363636365,15.105916666666666,14.241333333333335,14.229500000000002,14.968083333333333,14.246000000000002
207,Sri Lanka,27.847727272727276,27.572,27.5565,27.441166666666664,27.74541666666667,27.883499999999998
208,Sudan,28.61818181818182,27.72941666666667,27.647500000000004,27.841499999999996,28.347916666666666,28.647666666666666
209,Suriname,27.535818181818183,27.045666666666673,26.90858333333333,26.919500000000003,27.233083333333337,27.412583333333334
210,Svalbard And Jan Mayen,-4.743818181818181,-4.246416666666668,-5.010416666666666,-5.96075,-5.49625,-6.031583333333333
211,Swaziland,19.65309090909091,19.26683333333333,19.615000000000002,19.420666666666673,19.293000000000003,19.75633333333333
212,Sweden,4.677363636363636,4.354166666666667,4.080583333333333,4.217999999999999,3.5024166666666656,1.6585
213,Switzerland,8.414545454545456,8.337750000000002,8.552750000000001,8.109666666666667,8.300666666666666,7.2265000000000015
214,Syria,19.800454545454546,18.744,19.0415,19.161166666666663,19.070083333333333,20.709333333333337
215,Taiwan,23.119636363636367,23.12091666666667,23.05416666666667,22.714416666666665,22.885166666666667,22.745333333333335
216,Tajikistan,6.444181818181818,5.531333333333333,5.441166666666667,5.174666666666666,5.096916666666668,5.5640833333333335
217,Tanzania,23.690272727272728,23.045416666666668,22.9255,22.70641666666667,23.150000000000002,23.26766666666667
218,Thailand,27.11836363636364,26.744833333333332,26.636916666666668,26.221999999999998,26.648083333333336,27.389666666666667
219,Timor Leste,26.81009090909091,26.202749999999998,26.47791666666667,26.306916666666666,26.642583333333338,26.79225
220,Togo,27.830272727272725,27.7685,27.863833333333332,27.46491666666667,27.710333333333335,28.059416666666667
221,Tonga,23.534909090909093,23.816,24.178583333333332,23.848583333333334,23.136916666666664,24.11441666666667
222,Trinidad And Tobago,27.32509090909091,27.069833333333335,26.897999999999996,26.826666666666664,27.04025,27.546333333333333
223,Tunisia,21.870727272727272,21.310000000000002,21.154666666666667,21.20458333333333,21.0925,21.609750000000002
224,Turkey,13.376,12.450083333333334,12.815333333333333,12.657833333333334,12.814833333333334,14.281666666666668
225,Turkmenistan,17.906909090909092,16.51,16.302083333333336,15.858083333333331,16.355416666666667,17.043833333333335
226,Turks And Caicas Islands,27.777272727272727,27.44558333333333,27.597499999999997,27.428000000000008,27.439333333333334,27.29633333333334
227,Uganda,24.020818181818182,23.770083333333332,23.4905,23.49625,24.04716666666667,23.92233333333333
228,Ukraine,9.767999999999999,8.454666666666666,10.055416666666668,9.55975,9.4285,9.453
229,United Arab Emirates,29.914363636363635,28.984083333333334,29.15608333333333,28.685000000000006,29.127666666666673,29.671333333333333
230,United Kingdom,9.973545454545457,9.943416666666666,9.7975,9.348250000000002,9.453333333333333,8.394333333333334
231,United Kingdom (Europe),10.202727272727271,10.128833333333334,10.021166666666666,9.505,9.630583333333336,8.479833333333334
232,United States,10.963272727272729,9.9745,9.837499999999999,8.951416666666669,9.137083333333335,9.505583333333334
233,Uruguay,17.530545454545454,18.240416666666665,17.516166666666667,18.2805,17.87133333333333,17.92008333333333
234,Uzbekistan,15.47590909090909,13.786250000000003,13.928333333333333,13.309,13.700333333333335,14.325916666666666
235,Venezuela,26.05472727272727,25.84991666666667,25.85408333333333,25.64825,26.08491666666667,26.15025
236,Vietnam,24.754272727272724,24.523083333333336,24.302166666666665,23.783999999999995,24.46558333333333,24.833333333333332
237,Virgin Islands,27.64872727272727,27.37483333333334,27.47,26.924000000000003,27.2385,27.593666666666664
238,Western Sahara,24.118,23.441833333333335,23.145416666666666,23.323083333333333,23.381083333333333,24.114250000000002
239,Yemen,27.896999999999995,27.175,27.310750000000002,26.807500000000005,27.34241666666667,27.302750000000003
240,Zambia,22.789818181818184,21.78425,21.8385,21.535833333333333,21.670250000000006,22.2675
241,Zimbabwe,22.323000000000004,21.618750000000006,21.604250000000004,21.545583333333337,21.37725,21.986250000000002
242,Åland,7.209999999999999,7.100583333333334,7.029,7.492250000000001,6.489083333333336,4.861916666666667
